도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
느티나무작은도서관,울산광역시,울주군,작은도서관,"매주 토,일요일,국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,16,4903,0,0,3,14,울산광역시 울주군 삼동면 삼동로 777,울산광역시 울주군 삼동면주민센터,052-254-0177,,49,www.uljulib.ulju.ulsan.kr,,,2019-09-18,6310000,울산광역시
읍성작은도서관,울산광역시,울주군,작은도서관,"매주 월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,26,4108,0,0,3,14,울산광역시 울주군 언양읍 남문4길 16,울산광역시 울주군 언양읍주민센터,052-264-9071,,118.94,www.uljulib.ulju.ulsan.kr,,,2019-09-18,6310000,울산광역시
거제시립장승포도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,164,69100,30,2104,5,14,경상남도 거제시 신부로36,거제시,055-639-3861,3715,857,http://www.lib.geoje.go.kr,34.8699056565,128.7313376508,2019-09-06,6480000,경상남도
거제시립장평도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,305,46882,33,229,5,14,경상남도 거제시 장평3로10,거제시,055-639-3871,4228,1194,http://www.lib.geoje.go.kr,34.8894408585,128.6094036678,2019-09-06,6480000,경상남도
밀양시립영어도서관,경상남도,밀양시,공공도서관,"매주월요일, 신정, 구정, 추석연휴일",09:00,18:00,09:00,18:00,09:00,18:00,89,24578,30,2053,3,14,경상남도 밀양시 중앙로 265,밀양시,055-359-6045,528,1056,http://eng.myclib.or.kr/,35.4867915896,128.7548552791,2019-09-06,6480000,경상남도
밀양시립도서관,경상남도,밀양시,공공도서관,"매주월요일, 신정, 구정, 추석연휴일",08:00,23:00,08:00,23:00,08:00,23:00,441,135973,110,6299,3,14,경상남도 밀양시 중앙로 265,밀양시,055-359-6026,5629,5907,http://www.myclib.or.kr,35.4867915896,128.7548552791,2019-09-06,6480000,경상남도
진영한빛도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,587,106170,112,5221,7,14,경상남도 김해시 진영읍 김해대로 440,김해시,055-330-4831,20044,6568,http://lib.gimhae.go.kr/,35.3047755267,128.7375292096,2019-09-06,6480000,경상남도
김해기적의도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,500,50817,50,1208,7,14,경상남도 김해시 장유면 율하1로 55,김해시,055-330-4651,2783,1458,http://lib.gimhae.go.kr/,35.1756797939,128.8103319089,2019-09-06,6480000,경상남도
장유도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,942,165955,107,9822,7,14,경상남도 김해시 대청로176번길 7,김해시,055-330-7461,16529,6901,http://lib.gimhae.go.kr/,35.1913534134,128.7970316490,2019-09-06,6480000,경상남도
화정글샘도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,526,109561,116,9058,7,14,경상남도 김해시 삼계중앙로13번길 19,김해시,055-330-2970,22686,4245,http://lib.gimhae.go.kr/,35.2621271010,128.8662636309,2019-09-06,6480000,경상남도
칠암도서관,경상남도,김해시,공공도서관,"매 월 마지막 월요일, 법정공휴일",09:00,23:00,09:00,18:00,09:00,23:00,450,183086,113,7720,7,14,경상남도 김해시 활천로 285번길 14,김해시,055-330-4591,10362,5868,http://lib.gimhae.go.kr/,35.2445637522,128.9104429258,2019-09-06,6480000,경상남도
사천시어린이영어도서관,경상남도,사천시,공공도서관,법정공휴일 및 월요일,09:00,18:00,09:00,18:00,09:00,18:00,60,17175,4,5576,3,7,경상남도 사천시 사남면 조동길 49-28,사천시,055-855-8853,15629,905,http://elc.sacheon.go.kr/,35.0591911192,128.0659102799,2019-09-06,6480000,경상남도
통영시립충무도서관,경상남도,통영시,공공도서관,"매주 금요일, 법정 공휴일",09:00,23:00,09:00,18:00,09:00,23:00,129,43322,20,0,5,14,경상남도 통영시 용남면 기호바깥길 7-87,통영시,055-650-2640,5155,2001,http://www.tongyeonglib.or.kr,34.8732066338,128.4205349610,2019-09-06,6480000,경상남도
통영시립욕지도서관,경상남도,통영시,공공도서관,"매주 월요일, 법정 공휴일",09:00,18:00,09:00,18:00,09:00,18:00,32,46082,10,230,5,14,경상남도 통영시 욕지면 중촌길 203,통영시,055-650-4580,3022,886,http://www.tongyeonglib.or.kr,34.6367673249,128.2633589552,2019-09-06,6480000,경상남도
통영시립산양도서관,경상남도,통영시,공공도서관,"매주 월요일, 법정 공휴일",09:00,22:00,09:00,18:00,09:00,22:00,114,79848,11,1554,5,14,경상남도 통영시 산양읍 둔전길 155,통영시,055-650-2500,2443,1223,http://www.tongyeonglib.or.kr,34.8028678759,128.3934517588,2019-09-06,6480000,경상남도
통영시립도서관,경상남도,통영시,공공도서관,"매주 월요일, 법정 공휴일",09:00,23:00,09:00,18:00,09:00,23:00,160,60189,16,1117,5,14,경상남도 통영시 무전3길 29,통영시,055-650-2630,10763,1693,http://www.tongyeonglib.or.kr,34.8615057219,128.4247076150,2019-09-06,6480000,경상남도
도동어린이도서관,경상남도,진주시,공공도서관,매달첫번째 월요일,07:00,18:00,07:00,18:00,07:00,18:00,70,23612,17,402,5,14,경상남도 진주시 상대로 119번길 17,진주시,055-749-7496,330,335,http://www.lib.jinju.go.kr,35.1861507283,128.1248122984,2019-09-06,6480000,경상남도
비봉어린이도서관,경상남도,진주시,공공도서관,매달첫번째 월요일,07:00,18:00,07:00,18:00,07:00,18:00,38,23574,12,348,5,14,경상남도 지주시 향교로 86,진주시,055-749-7494,386,201,http://www.lib.jinju.go.kr,,,2019-09-06,6480000,경상남도
어린이전문도서관,경상남도,진주시,공공도서관,매달첫번째 월요일,07:00,18:00,07:00,18:00,07:00,18:00,200,71172,20,1394,5,14,경상남도 진주시 평거로 46,진주시,055-749-5984,1430,1112,http://www.lib.jinju.go.kr,35.1742002753,128.0653150040,2019-09-06,6480000,경상남도
서부도서관,경상남도,진주시,공공도서관,매달첫번째 월요일,07:00,22:00,07:00,22:00,07:00,22:00,769,169097,67,5131,5,14,경상남도 진주시 평거로 249,진주시,055-749-5983,16565,3782,http://www.lib.jinju.go.kr,35.1897594348,128.0617280906,2019-09-06,6480000,경상남도
연암도서관,경상남도,진주시,공공도서관,매달첫번째 월요일,07:00,22:00,07:00,22:00,07:00,22:00,395,194552,72,9230,5,14,경상남도 진주시 모덕로 47번길 1-17,진주시,055-749-5982,12929,2414,http://www.lib.jinju.go.kr,,,2019-09-06,6480000,경상남도
진해기적의도서관,경상남도,창원시,공공도서관,"매주월, 공휴일",09:00,18:00,09:00,18:00,09:00,18:00,200,64047,63,2002,5,14,경상남도 창원시 진해구 석동로 70,창원시,055-547-0095,2504,842,http://www.jhml.or.kr,35.1560272297,128.7064738231,2019-09-06,6480000,경상남도
동부도서관,경상남도,창원시,공공도서관,"매주금(학습실운영), 설, 추석연휴, 공휴일",09:00,22:00,09:00,22:00,09:00,22:00,459,110139,201,5528,5,14,경상남도 창원시 진해구 용재로 66,창원시,055-225-7531,14793,3622,http://lib.changwon.go.kr/,35.1000094046,128.8171576523,2019-09-06,6480000,경상남도
진해도서관,경상남도,창원시,공공도서관,"매주월(학습실운영), 설, 추석연휴, 공휴일",09:00,22:00,09:00,22:00,09:00,22:00,431,172799,218,6909,5,14,경상남도 창원시 진해구 충장로 141,창원시,055-225-7511,1882,4440,http://lib.changwon.go.kr/,35.1524675540,128.6675064153,2019-09-06,6480000,경상남도
중리초등시설복합도서관,경상남도,창원시,공공도서관,"매주일, 공휴일",09:00,18:00,09:00,18:00,09:00,18:00,200,58838,24,0,5,14,경상남도 창원시 마산회원구 호계안길 22,창원시,055-225-7492,1058,1058,http://lib.changwon.go.kr/,35.2559887821,128.5200576524,2019-09-06,6480000,경상남도
내서도서관,경상남도,창원시,공공도서관,"매주금(학습실운영), 설, 추석연휴",09:00,22:00,09:00,22:00,09:00,22:00,222,116473,132,3312,5,14,경상남도 창원시 마산회원구 내서읍 삼풍로 79,창원시,055-225-7491,1717,1054,http://lib.changwon.go.kr/,35.2326362269,128.5015461862,2019-09-06,6480000,경상남도
신탄진도서관,대전광역시,대덕구,공공도서관,"매주금요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,1200,155823,183,6954,10,14,대전광역시 대덕구 신탄진동로 64,대전광역시 대덕구청,042-608-5511,8809,4891,http://lib.daedeok.go.kr,36.446510,127.437362,2019-09-30,3680000,대전광역시 대덕구
수성구립사월역작은도서관,대구광역시,수성구,작은도서관,"매주일요일, 국가지정공휴일",12:00,20:00,10:00,18:00,00:00,00:00,23,5963,6,0,10,15,대구광역시 수성구 달구벌대로 3290(사월역 지하1층),(재)수성문화재단,053-792-8582,60,60,http://library.suseong.kr/gosan/library/05.htm,35.8367659026,128.7153618758,2019-05-31,3460000,대구광역시 수성구
수성구립고산도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,534,108487,98,2586,10,15,대구광역시 수성구 달구벌대로650길 6(신매동),(재)수성문화재단,053-668-1900,2080,2991,http://library.suseong.kr/gosan/main/index.htm,35.8378178,128.7106785,2019-05-31,3460000,대구광역시 수성구
수성구립무학숲도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,60,11109,23,0,10,15,대구광역시 수성구 청수로40길 73-10,(재)수성문화재단,053-668-1821,689,302,http://library.suseong.kr/yonghak/library/06.htm,35.8353386,128.6305615,2019-05-31,3460000,대구광역시 수성구
수성구립파동도서관,대구광역시,수성구,공공도서관,"매주일요일, 국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,70,22376,14,0,10,15,대구광역시 수성구 파동로3길 62(파동문화센터 1층),(재)수성문화재단,053-668-1801,1476,411,http://library.suseong.kr/yonghak/library/04.htm,35.8105046,128.6180285,2019-05-31,3460000,대구광역시 수성구
수성구립용학도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,648,143609,74,4283,10,15,대구광역시 수성구 지범로41길 36(범물동),(재)수성문화재단,053-668-1700,1720,4515,http://library.suseong.kr/yonghak/,35.8212530,128.646128,2019-05-31,3460000,대구광역시 수성구
수성구립물망이도서관,대구광역시,수성구,공공도서관,"매주일요일, 국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,40,28809,13,0,10,15,"대구광역시 수성구 명덕로 443-2(수성2,3가동 행정복지센터 4층)",(재)수성문화재단,053-666-4390,642,307,http://library.suseong.kr/yonghak/library/01.htm,35.854701,128.618901,2019-05-31,3460000,대구광역시 수성구
수성구립책숲길도서관,대구광역시,수성구,공공도서관,"매주일요일, 국가지정공휴일",09:00,18:00,09:00,17:00,00:00,00:00,107,30432,17,0,10,15,"대구광역시 수성구 수성로 215, 수옥빌딩 4층(중동)",(재)수성문화재단,053-668-1811,509,339,http://library.suseong.kr/yonghak/library/02.htm,35.8448621,128.6123968,2019-05-31,3460000,대구광역시 수성구
수성구립범어도서관,대구광역시,수성구,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,17:00,00:00,00:00,700,197763,172,3576,10,15,대구광역시 수성구 달구벌대로 2451(범어동),(재)수성문화재단,053-668-1600,6138,6904,http://library.suseong.kr/beomeo,35.8593480,128.630725,2019-05-31,3460000,대구광역시 수성구
태안군립안면도서관,충청남도,태안군,공공도서관,"매주 월요일, 국가지정공휴일",09:00,21:00,09:00,18:00,09:00,18:00,90,57254,40,7522,5,14,충청남도 태안군 안면읍 장터로 99-15,태안군,041-670-5999,1573,578,http://www.taean.go.kr/area/sub08_00.do,36.515318,126.3466715854,2019-12-10,4620000,충청남도 태안군
태안군립중앙도서관,충청남도,태안군,공공도서관,"매주 일요일, 국가지정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,300,79439,50,10019,5,14,충청남도 태안군 태안읍 백화로 184,태안군,041-670-5984,3946,2773,http://www.taean.go.kr/area/sub08_00.do,36.7550739753,126.3103417096,2019-12-10,4620000,충청남도 태안군
군자동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:30,17:30,00:00,00:00,00:00,00:00,10,5646,0,0,3,7,서울특별시 광진구 군자로 151(군자동),,02-465-9082,,,,37.5551590639,127.0758892294,2019-02-28,3040000,서울특별시 광진구
의성군립도서관,경상북도,의성군,공공도서관,매주월요일 및 국가지정공휴일,09:00,22:00,09:00,22:00,09:00,22:00,253,54635,199,3094,5,10,경상북도 의성군 안계면 안계길 114,경상북도 의성군청,054-861-2715,1207,1192,http://lib.usc.go.kr,36.3846944,128.4392907,2019-07-25,5150000,경상북도 의성군
거창군립한마음도서관,경상남도,거창군,공공도서관,"금요일, 법정공휴일",09:00,22:00,09:00,17:00,09:00,22:00,404,107444,46,16865,5,14,경상남도 거창군 거창읍 거열로6길11,거창군,055-940-8470,1538,2406,http://library.geochang.go.kr/,35.6891943131,127.9036764067,2019-09-06,6480000,경상남도
화전도서관,경상남도,남해군,공공도서관,"설, 추석연휴",09:00,22:00,09:00,22:00,09:00,22:00,170,52500,27,819,4,14,경상남도 남해군 남해읍 망운로 30번길 9,남해군,055-860-3865,2435,2349,http://www.hjlib.or.kr/,34.8389184547,127.8906765573,2019-09-06,6480000,경상남도
동부도서관,경상남도,고성군,공공도서관,"월요일, 국가지정 공휴일",09:00,21:00,09:00,21:00,09:00,21:00,100,34552,3,3380,3,21,경상남도 고성군 회화면 관인로44번길26-5,고성군,055-670-2916,1134,997,없음,35.0572902054,128.3726388628,2019-09-06,6480000,경상남도
영산도서관,경상남도,창녕군,공공도서관,"매주월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,178,31331,28,3080,3,14,경상남도 창녕군 영산면 원다리길 34,창녕군,055-530-1931,6500,594,http://www.ysl.cng.gr.kr/,35.4527382578,128.5305123476,2019-09-06,6480000,경상남도
함안군립칠원도서관,경상남도,함안군,공공도서관,매주 월요일,09:00,18:00,09:00,17:00,09:00,18:00,349,39822,0,1998,5,14,경상남도 함안군 칠원읍 원서로 56,함안군,055-580-3647,8137,1915,http://chilwonlib.or.kr,35.3048397447,128.5154300519,2019-09-06,6480000,경상남도
상북어린이도서관,경상남도,양산시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,80,9661,6,8025,5,14,경상남도 양산시 상북면 반회서7길 14-16,양산시,055-392-5936,609,265,http://sblib.yangsan.go.kr,35.4159391351,129.0595991021,2019-09-06,6480000,경상남도
양산영어도서관,경상남도,양산시,공공도서관,"월요일, 법정공휴일",09:00,18:00,09:00,18:00,09:00,18:00,318,21527,23,8853,5,14,경상남도 양산시 대평들1길 9-10(소주동),양산시,055-392-5940,1527,996,http://englib.yangsan.go.kr,35.4144372306,129.1640014188,2019-09-06,6480000,경상남도
웅상도서관,경상남도,양산시,공공도서관,"매월 마지막주 월요일, 법정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,1200,164465,81,17880,5,14,경상남도 양산시 웅상대로 1009-2(주진동),양산시,055-392-5950,15199,5582,http://uslib.yangsan.go.kr,35.3891443085,129.1549621855,2019-09-06,6480000,경상남도
양산시립도서관,경상남도,양산시,공공도서관,"매월 마지막주 월요일, 법정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,1317,114343,100,14797,5,14,경상남도 양산시 물금읍 청룡로 11(가촌리),양산시,055-392-5900,16735,6560,http://lib.yangsan.go.kr,35.3252262313,128.9965105637,2019-09-06,6480000,경상남도
거제시립수양도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,250,28309,36,106,5,14,경상남도 거제시 제산로 5길 26,거제시,055-639-3891,4457,1153,http://www.lib.geoje.go.kr,34.8879376458,128.6462700390,2019-09-06,6480000,경상남도
거제시립옥포도서관,경상남도,거제시,공공도서관,"자료실 : 월요일 법정공휴일, 학습실 : 추석 설연휴",09:00,18:00,09:00,18:00,09:00,18:00,191,50550,42,1065,5,14,경상남도 거제시 진목로20,거제시,055-639-3881,1461,1158,http://www.lib.geoje.go.kr,34.8970438039,128.6875518489,2019-09-06,6480000,경상남도
배움의기쁨작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일",13:00,17:00,00:00,00:00,00:00,00:00,50,1230,0,0,5,7,서울특별시 광진구 아차산로44길 29(자양동),,02-446-3557,,,,37.5362646221,127.0793820783,2019-02-28,3040000,서울특별시 광진구
사람아이앤지작은도서관,서울특별시,광진구,작은도서관,매주 일요일,10:30,20:30,10:30,20:30,00:00,00:00,40,4800,2,1,3,7,서울특별시 광진구 천호대로 691(구의동),,02-823-4514,,,,37.5499364826,127.0916862939,2019-02-28,3040000,서울특별시 광진구
샘터작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일",13:00,19:00,13:00,19:00,00:00,00:00,25,10306,2,2,3,7,서울특별시 광진구 용마산로24길 10(중곡동),,02-446-0191,,,,37.5651522013,127.0873539922,2019-02-28,3040000,서울특별시 광진구
AB돌봄카페,서울특별시,광진구,작은도서관,"매주 토요일, 일요일",08:30,16:00,00:00,00:00,00:00,00:00,6,1300,0,0,0,0,서울특별시 광진구 천호대로 798-12(광장동),,02-447-9688,,,,37.5451060279,127.1018283585,2019-02-28,3040000,서울특별시 광진구
중곡1동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,12,10619,0,0,5,7,서울특별시 광진구 긴고랑로12길 49(중곡동),,02-461-9058,,,,37.5606668136,127.0800508301,2019-02-28,3040000,서울특별시 광진구
중곡2동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",09:00,17:00,00:00,00:00,00:00,00:00,10,5687,0,0,5,7,서울특별시 광진구 능동로 346(중곡동),,02-458-7036,,,,37.5601504684,127.0814763512,2019-02-28,3040000,서울특별시 광진구
중곡3동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",09:30,17:30,00:00,00:00,00:00,00:00,30,4335,0,0,3,7,서울특별시 광진구 동일로76가길 28(중곡동),,02-462-4916,,,,37.5688081553,127.0801365138,2019-02-28,3040000,서울특별시 광진구
중곡4동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",09:00,17:00,00:00,00:00,00:00,00:00,25,5280,0,0,3,7,서울특별시 광진구 긴고랑로 131(중곡동),,02-450-1513,,,,37.5590995526,127.0894339436,2019-02-28,3040000,서울특별시 광진구
능동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,10,7368,0,0,3,7,서울특별시 광진구 천호대로112길 55(능동),,02-453-6525,,,,37.5537612317,127.0805504482,2019-02-28,3040000,서울특별시 광진구
구의1동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",10:00,17:00,00:00,00:00,00:00,00:00,8,5738,0,0,3,7,서울특별시 광진구 자양로28가길 22-3(구의동),,02-454-2830,,,,37.5431294656,127.0856490747,2019-02-28,3040000,서울특별시 광진구
구의2동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:30,17:30,00:00,00:00,00:00,00:00,16,5980,0,0,3,7,서울특별시 광진구 천호대로136길 55(구의동),,02-458-1380,,,,37.5472420520,127.0899222098,2019-02-28,3040000,서울특별시 광진구
광장동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",12:00,16:00,00:00,00:00,00:00,00:00,15,4641,0,0,3,7,서울특별시 광진구 광장로 52(광장동),,02-458-8379,,,,37.5468817706,127.1030121682,2019-02-28,3040000,서울특별시 광진구
자양1동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,6,6413,0,0,5,7,서울특별시 광진구 자양로13길 37(자양동),,02-446-0135,,,,37.5344965979,127.0823942981,2019-02-28,3040000,서울특별시 광진구
자양2동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",10:00,18:00,00:00,00:00,00:00,00:00,17,9626,0,0,5,7,서울특별시 광진구 자양로3가길 26(자양동),,02-498-9963,,,,37.5288008634,127.0843882252,2019-02-28,3040000,서울특별시 광진구
자양3동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",09:00,17:00,00:00,00:00,00:00,00:00,20,8405,0,0,4,7,서울특별시 광진구 뚝섬로 568(자양동),,02-458-4525,,,,37.5338324938,127.0729033288,2019-02-28,3040000,서울특별시 광진구
자양4동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,12,4345,0,0,3,7,서울특별시 광진구 아차산로24길 17(자양동),,02-462-0395,,,,37.5402629812,127.0651112650,2019-02-28,3040000,서울특별시 광진구
화양동새마을작은도서관,서울특별시,광진구,작은도서관,"매주 토요일, 일요일, 공휴일",13:00,17:00,00:00,00:00,00:00,00:00,10,9031,0,0,3,7,서울특별시 광진구 능동로17길 39(화양동),,02-461-2638,,,,37.5465375591,127.0713178828,2019-02-28,3040000,서울특별시 광진구
자양전통시장작은도서관,서울특별시,광진구,작은도서관,"매주 월요일, 일요일",09:00,18:00,09:00,18:00,00:00,00:00,20,1425,5,0,2,14,서울특별시 광진구 뚝섬로47길 45-2(자양동),,02-6349-0809,,,,37.5343834620,127.0791900066,2019-02-28,3040000,서울특별시 광진구
광진정보도서관,서울특별시,광진구,공공도서관,"매월 둘째, 넷째 화요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,1295,237257,380,13965,5,21,서울특별시 광진구 아차산로78길 90(광장동),광진구시설관리공단,02-3437-5092,,7283,http://www.gwangjinlib.seoul.kr/,37.5510735461,127.1106136855,2019-02-28,3040000,서울특별시 광진구
중곡문화체육센터도서관,서울특별시,광진구,공공도서관,"매월 첫째, 셋째 월요일, 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,259,73824,40,0,5,21,서울특별시 광진구 능동로 433(중곡동),광진구시설관리공단,02-3408-4900,,2032,http://www.gwangjinlib.seoul.kr/,37.5677777604,127.0848034472,2019-02-28,3040000,서울특별시 광진구
자양제4동도서관,서울특별시,광진구,공공도서관,"매월 첫째, 셋째 화요일, 공휴일",09:00,19:00,09:00,17:00,00:00,00:00,98,26947,4,0,5,21,서울특별시 광진구 뚝섬로26길 58(자양동),광진구시설관리공단,02-465-0737,,333,http://www.gwangjinlib.seoul.kr/,37.5340958963,127.0662599419,2019-02-28,3040000,서울특별시 광진구
구의제3동도서관,서울특별시,광진구,공공도서관,"매월 둘째, 넷째 월요일, 공휴일",09:00,19:00,09:00,17:00,00:00,00:00,64,25064,4,0,5,21,서울특별시 광진구 강변역로 17(구의동),광진구시설관리공단,02-454-6294,,305,http://www.gwangjinlib.seoul.kr/,37.5379926070,127.0919839534,2019-02-28,3040000,서울특별시 광진구
송촌도서관,대전광역시,대덕구,공공도서관,"매주금요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,530,82346,103,2662,10,14,대전광역시 대덕구 송촌로 59,대전광역시 대덕구청,042-608-5513,3689,1983,http://lib.daedeok.go.kr,36.360082,127.440157,2019-09-30,3680000,대전광역시 대덕구
안산도서관,대전광역시,대덕구,공공도서관,"매주월요일, 국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,650,154998,279,5012,10,14,대전광역시 대덕구 계족로 663번길 25,대전광역시 대덕구청,042-608-5512,2523,1944,http://lib.daedeok.go.kr,36.368222,127.427187,2019-09-30,3680000,대전광역시 대덕구
오렌지나무 작은도서관,서울특별시,용산구,작은도서관,"토,일,법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,17,7362,0,0,3,14,서울특별시 용산구 새창로12길13,용산구,02-2199-8754,,,https://www.yslibrary.or.kr/small/index.do,37.5389542495,126.9575829188,2019-05-13,3020000,서울특별시 용산구
효창동 작은도서관,서울특별시,용산구,작은도서관,"토,일,법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,40,10746,0,0,3,14,서울특별시 용산구 효창원로161,용산구,02-2199-8753,,,https://www.yslibrary.or.kr/small/index.do,37.5425092453,126.9618400135,2019-05-13,3020000,서울특별시 용산구
원효로제2동 작은도서관 두드림,서울특별시,용산구,작은도서관,"토,일,법정공휴일",09:30,17:30,00:00,00:00,00:00,00:00,20,5086,0,0,3,14,서울특별시 용산구 효창원로8길 3,용산구,02-2199-8755,,,https://www.yslibrary.or.kr/small/index.do,37.5343532215,126.9515482962,2019-05-13,3020000,서울특별시 용산구
남영동 작은도서관,서울특별시,용산구,작은도서관,"토,일,법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,13,9097,0,0,3,14,서울특별시 용산구 두텁바위로1길 13,용산구,02-775-9260,,,https://www.yslibrary.or.kr/small/index.do,37.5457054867,126.9730908780,2019-05-13,3020000,서울특별시 용산구
용산2가동 작은도서관,서울특별시,용산구,작은도서관,"토,일,법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,20,9489,0,0,3,14,서울특별시 용산구 신흥로90,용산구,02-792-7783,,,https://www.yslibrary.or.kr/small/index.do,37.5460752787,126.9855699402,2019-05-13,3020000,서울특별시 용산구
후암동작은도서관 북앤캠프,서울특별시,용산구,작은도서관,"토,일,법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,33,6603,0,0,3,14,서울특별시 용산구 후암로32-6,용산구,02-2199-8407,,,https://www.yslibrary.or.kr/small/index.do,37.5486978477,126.9781504584,2019-05-13,3020000,서울특별시 용산구
북카페 청마루,서울특별시,용산구,작은도서관,"토,일,법정공휴일",08:30,18:30,00:00,00:00,00:00,00:00,32,5200,0,0,3,14,서울특별시 용산구 녹사평대로150,용산구,02-2199-8967,,,https://www.yslibrary.or.kr/small/index.do,37.5324526548,126.9904782550,2019-05-13,3020000,서울특별시 용산구
용암 어린이 영어도서관,서울특별시,용산구,작은도서관,"토,일,법정공휴일",10:00,19:00,10:00,17:00,00:00,00:00,24,15795,0,0,3,14,서울특별시 용산구 신흥로3가길21-7,용산구,02-798-4181,,,https://www.yslibrary.or.kr/small/index.do,37.5410187594,126.9846928588,2019-05-13,3020000,서울특별시 용산구
청파 어린이 영어도서관,서울특별시,용산구,작은도서관,"토,일,법정공휴일",10:00,19:00,10:00,17:00,00:00,00:00,24,16734,0,0,3,14,서울특별시 용산구 청파로49길 34,용산구,02-702-0641,,,https://www.yslibrary.or.kr/small/index.do,37.5454736959,126.9685012617,2019-05-13,3020000,서울특별시 용산구
용산 꿈나무도서관,서울특별시,용산구,공공도서관,"월,법정공휴일",09:00,21:00,00:00,00:00,00:00,00:00,150,33825,0,0,3,14,서울특별시 용산구 녹사평대로329,용산구,02-707-0138,,,https://www.yslibrary.or.kr/dream/index.do,,,2019-05-13,3020000,서울특별시 용산구
