시설명,박물관미술관구분,소재지도로명주소,소재지지번주소,위도,경도,운영기관전화번호,운영기관명,운영홈페이지,편의시설정보,평일관람시작시각,평일관람종료시각,공휴일관람시작시각,공휴일관람종료시각,휴관정보,어른관람료,청소년관람료,어린이관람료,관람료기타정보,박물관미술관소개,교통안내정보,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
거제박물관,사립,경상남도 거제시 거제대로 3791,,34.89404136,128.6862128,055-687-6790,거제박물관,,,09:00,18:00,09:00,18:00,매주월요일/ 설/추석 당일,3000,2000,2000,특별전시입장료-일반(3000)/특별전시입장료-미취학(1500)/특별전시입장료-유치원/초등학생(2000)/ 특별전시입장료-청소년 (2000)/ 특별전시입장료-19~25세 (3000),,,055-687-6790,거제박물관,2020-03-20,1371000,문화체육관광부
거제민속자료관,사립,경상남도 거제시 연초면 대금산로 339-7,,34.95011312,128.6774346,055-637-3722,거제민속자료관,,,09:30,16:30,09:30,16:30,-,2000,1000,1000,,,,055-637-3722,거제민속자료관,2020-03-20,1371000,문화체육관광부
항일독립운동가 주기철목사기념관,공립,경상남도 창원시 진해구 웅천동로 174,,35.11114012,128.752364,055-545-0330,대한예수교장로회 경남도회,,,09:00,18:00,09:00,18:00,매주 일요일(그 밖에 전시품의 진열 등을 위하여 시장이 필요하다고 인정하는 경우),0,0,0,,,,055-548-4063,항일독립운동가 주기철목사기념관,2020-03-20,1371000,문화체육관광부
합천박물관,공립,경상남도 합천군 쌍책면 황강옥전로 1558,,35.58042271,128.2829423,055-930-4882,합천박물관,,,09:00,18:00,09:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)/1월1일/추석/설날 당일,0,0,0,,,,055-930-3114,합천박물관,2020-03-20,1371000,문화체육관광부
함양박물관,공립,경상남도 함양읍 필봉산길55,,35.524608,127.721810,055-960-5166,함양군,,,09:00,18:00,09:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),0,0,0,,,,055-960-5166,함양박물관,2020-03-20,1371000,문화체육관광부
함안박물관,공립,경상남도 함안군 가야읍 고분길 153-31,,35.26936794,128.4026874,055-580-3905,함안박물관,,,09:00,18:00,09:00,18:00,매주 월요일/ 1월 1일/ 설날/ 추석,0,0,0,,,,055-580-3905,함안박물관,2020-03-20,1371000,문화체육관광부
통영시립박물관,공립,경상남도 통영시 중앙로 65,,34.84075277,128.4167893,055-646-8371,통영시,,,09:00,18:00,09:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),2000,1500,1000,특별전시입장료-일반(2000)/특별전시입장료-유치원/초등학생(1000)/ 특별전시입장료-청소년 (1500)/ 특별전시입장료-19~25세 (2000),,,055-650-4515,통영시립박물관,2020-03-20,1371000,문화체육관광부
창원역사민속관,공립,경상남도 창원시 의창구 창이대로397번길 25,,35.24508783,128.6808216,055-714-7645,창원문화재단,,,09:00,18:00,09:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),0,0,0,,,,055-225-7166,창원역사민속관,2020-03-20,1371000,문화체육관광부
창원시립진해박물관,공립,경상남도 창원시 진해구 중원동로 52,,35.14915567,128.6634974,055-548-2053,창원시립진해박물관,,,09:00,18:00,09:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),0,0,0,,,,055-548-2053,창원시립진해박물관,2020-03-20,1371000,문화체육관광부
창원시립마산박물관,공립,경상남도 창원시 마산합포구 문신길 105,,35.20567103,128.5689093,055-225-7175,창원시립마산박물관,,,09:00,18:00,09:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),0,0,0,,,,055-225-7175,창원시립마산박물관,2020-03-20,1371000,문화체육관광부
창녕 비봉리 패총전시관,공립,경상남도 창녕군 부곡면 비봉길 7,,35.41065676,128.6452583,055-530-1516,창녕군,,,09:00,18:00,09:00,18:00,1월3일/ 설날/ 추석날/ 월요일,0,0,0,,,,055-530-1516,창녕 비봉리 패총전시관,2020-03-20,1371000,문화체육관광부
창녕박물관,공립,경상남도 창녕군 창녕읍 창밀로 34,,35.54540564,128.5054413,055-530-1500,창녕군,,,09:00,18:00,09:00,18:00,1월1일/ 설날/ 추석날/ 월요일,0,0,0,,,,055-530-1500,창녕박물관,2020-03-20,1371000,문화체육관광부
진주청동기문화박물관,공립,경상남도 진주시 대평면 호반로 1353,,35.22438491,127.961967,055-749-6952,진주청동기문화박물관,,,09:00,18:00,09:00,18:00,매주월요일설날/추석/신정,1000,500,500,,,,055-749-6952,진주청동기문화박물관,2020-03-20,1371000,문화체육관광부
진영문화의집,공립,경상남도 김해시 진영읍 여래로20번길 11,,35.30450163,128.7327522,055-330-3226,진영문화의집,,,09:00,18:00,10:00,17:00,매주 일요일/ 법정 공휴일,0,0,0,,,,055-330-8561,진영문화의집,2020-03-20,1371000,문화체육관광부
지리산역사관,공립,경상남도 화개면 화개로 1438,,35.232416,127.648060,055-880-2954,하동군,,,09:00,18:00,09:00,18:00,매주 월/목명절 연휴,0,0,0,,,,055-880-2954,지리산역사관,2020-03-20,1371000,문화체육관광부
지리산빨지산토벌전시관,공립,경상남도 산청군 시천면 지리산대로 536,,35.29123551,127.7542421,055-974-0160,산청군,,,09:00,18:00,09:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관),1000,1000,700,,,,055-970-7222,지리산빨지산토벌전시관,2020-03-20,1371000,문화체육관광부
제주 삼양동 유적,공립,제주특별자치시 제주시 선사로2길 13,,33.523875,126.588230,064-710-6806,제주특별자치도 세계유산본부,,,09:00,18:00,09:00,18:00,-,0,0,0,,,,064-710-6806,제주 삼양동 유적,2020-03-20,1371000,문화체육관광부
서복전시관,공립,제주특별자치시 서귀포시 칠십리로 156-8,,33.244822,126.570990,064-760-6361,서귀포시 문화예술과,,,09:00,18:00,09:00,18:00,연중무휴,500,300,0,,,,064-760-2495,서복전시관,2020-03-20,1371000,문화체육관광부
제주항일기념관,공립,제주특별자치시 제주시 조천읍 신북로 303,,33.541819,126.642590,064-783-2008,보훈청,,,09:00,18:00,09:00,18:00,1월1일/ 설연휴(3일)/ 추석연휴(3일),0,0,0,,,,064-710-7793,제주항일기념관,2020-03-20,1371000,문화체육관광부
제주세계자연유산센터 세계유산전시관,공립,제주특별자치시 제주시 조천읍 선교로 569-36,,33.457175,126.714440,064-710-8997,제주특별자치도,,,09:00,18:00,09:00,18:00,매월 첫째주 화요일,3000,2000,2000,,,,064-710-8997,제주세계자연유산센터 세계유산전시관,2020-03-20,1371000,문화체육관광부
해녀박물관,공립,제주특별자치시 제주시 구좌읍 해녀박물관길 26,,33.523441,126.863570,064-782-9898,제주특별자치도(해녀문화유산과),,,09:00,18:00,09:00,18:00,첫째/ 셋째 월요일신정/ 설날 및 추석 당일,1100,500,0,,,,064-710-7772,해녀박물관,2020-03-20,1371000,문화체육관광부
제주특별자치도 민속자연사박물관,공립,제주특별자치시 제주시 삼성로 40,,33.506328,126.531650,064-710-7707,민속자연사박물관,,,08:30,18:30,08:30,18:30,1월 1일/ 개관기념일/ 설날/ 설날 다음날/ 추석/ 추석다음날훈증소독기간,2000,1000,0,,,,064-710-7708,제주특별자치도 민속자연사박물관,2020-03-20,1371000,문화체육관광부
제주돌문화공원,공립,제주특별자치시 제주시 조천읍 남조로 2023,,33.446899,126.664040,064-710-7731,제주돌문화공원관리소,,,09:00,18:00,09:00,18:00,매월 첫번째 월요일(단/ 공휴일인 경우 개관),5000,3500,0,특별전시입장료-일반(5000)// 특별전시입장료-청소년 (3500)/ 특별전시입장료-19~25세 (5000),,,064-710-7731,제주돌문화공원,2020-03-20,1371000,문화체육관광부
제주교육박물관,공립,제주특별자치시 제주시 오복4길 25(이도2동 539-14),,33.494791,126.538250,064-720-9114,제주교육박물관,,,09:00,18:00,09:00,18:00,매주 월요일/ 1월1일/ 설날/ 추석날/ 임시 공휴일,0,0,0,,,,064-720-9114,제주교육박물관,2020-03-20,1371000,문화체육관광부
제주4.3평화기념관,공립,제주특별자치시 제주시 명림로 430,,33.450666,126.618110,064-723-4301,제주4.3평화재단,,,09:00,18:00,09:00,18:00,첫째·셋째 월요일,0,0,0,,,,064-710-8452,제주4.3평화기념관,2020-03-20,1371000,문화체육관광부
설문대여성문화센터 여성역사문화전시관,공립,제주특별자치시 제주시 선덕로 8길 12,,33.484591,126.500720,064-710-4246,설문대여성문화센터,,,09:00,18:00,09:00,18:00,1월1일/ 구정/ 추석명절 휴관,0,0,0,,,,064-710-4246,설문대여성문화센터 여성역사문화전시관,2020-03-20,1371000,문화체육관광부
김만덕기념관,공립,제주특별자치시 제주시 산지로 7,,33.515974,126.530400,064-759-6090,김만덕기념관,,,09:00,18:00,09:00,18:00,매주 월요일/ 1월1일/ 설-추석 당일,0,0,0,,,,064-710-2864,김만덕기념관,2020-03-20,1371000,문화체육관광부
감귤박물관,공립,제주특별자치시 서귀포시 효돈순환로 441,,33.271775,126.607700,064-760-6400,서귀포시 관광자관리사무소,,,09:00,18:00,09:00,18:00,1.1/설날/추석,1500,1000,800,,,,064-760-6400,감귤박물관,2020-03-20,1371000,문화체육관광부
국립제주박물관,국립,제주특별자치시 제주시 일주동로 17,,33.512266,126.549110,064-720-8000,국립제주박물관,,,09:00,18:00,09:00,19:00,1월 1일/ 설날/ 추석/ 매주(월),0,0,0,,,,044-203-2000,국립제주박물관,2020-03-20,1371000,문화체육관광부
창원대학교박물관,대학,경상남도 창원시 의창구 창원대학로 20,,35.24595962,128.6948178,055-213-2431,창원대학교박물관,,,10:00,17:00,00:00,00:00,주말 및 공휴일,0,0,0,,,,055-213-2114,창원대학교박물관,2020-03-20,1371000,문화체육관광부
진주교육대학교박물관,대학,경상남도 진주시 진양호로 369번길 3,,35.18582534,128.0679698,055-740-1532,진주교육대학교,,,10:00,17:00,00:00,00:00,토/ 일요일,0,0,0,,,,055-740-1530,진주교육대학교박물관,2020-03-20,1371000,문화체육관광부
인제대학교 박물관,대학,경상남도 김해시 인제로 197,,35.25280909,128.900516,055-320-3178,인제대학교박물관,,,09:00,15:00,00:00,00:00,주말 및 공휴일,0,0,0,,,,055-320-3178,인제대학교 박물관,2020-03-20,1371000,문화체육관광부
경상대학교부속박물관,대학,경상남도 진주시 진주대로 501,,35.15671511,128.0980021,055-772-0601,경상대학교부속박물관,,,09:00,18:00,00:00,00:00,공휴일/ 개교기념일,0,0,0,,,,055-772-0114,경상대학교부속박물관,2020-03-20,1371000,문화체육관광부
경남대학교박물관,대학,경상남도 창원시 마산합포구 경남대학로7,,35.18432038,128.5550972,055-249-2924,경남대학교박물관,,,10:00,17:00,00:00,00:00,3월9일~10월10일,0,0,0,,,,055-249-2924,경남대학교박물관,2020-03-20,1371000,문화체육관광부
해인사성보박물관,사립,경상남도 합천군 가야면 해인사길 122,,35.8015935,128.0976256,055-934-3150,해인사성보박물관,,,10:00,17:30,10:00,17:30,매주 월,2000,1000,1000,,,,055-934-3150,해인사성보박물관,2020-03-20,1371000,문화체육관광부
해금강테마박물관,사립,경상남도 거제시 남부면 해금강로 120,,34.74001877,128.6627731,055-632-0670,해금강테마박물관,,,09:00,18:00,09:00,18:00,연중무휴,6000,4000,4000,"특별전시입장료-일반(6000)/특별전시입장료-미취학(3000)/특별전시입장료-유치원/초등학생(3,000~4,000)/ 특별전시입장료-청소년 (4000)/ 특별전시입장료-19~25세 (6000)",,,055-632-0670,해금강테마박물관,2020-03-20,1371000,문화체육관광부
항공우주박물관,사립,경상남도 사천시 사남면 공단1로 78,,35.07146465,128.0629037,055-851-6565,항공우주박물관,,,08:00,17:00,08:00,18:00,설/ 추석 연휴기간 휴관,3000,2000,2000,,,,055-851-1004,항공우주박물관,2020-03-20,1371000,문화체육관광부
합천한의학박물관,사립,경상남도 합천군 용주면 고품길 42,,35.53772383,128.1012211,055-934-0601,합천한의학박물관,,,09:00,18:00,09:00,18:00,매주 월요일,3000,2500,2500,특별전시입장료-일반(3000)/특별전시입장료-유치원/초등학생(2500)/ 특별전시입장료-청소년 (2500)/ 특별전시입장료-19~25세 (3000),,,055-934-0601,합천한의학박물관,2020-03-20,1371000,문화체육관광부
표충사호국박물관,사립,경상남도 밀양시 단장면 표충로 1338,,35.53225926,128.959045,055-352-1150,표충사호국박물관,,,09:30,17:30,09:30,17:30,매주월요일,3000,2000,1500,특별전시입장료-일반(3000)/특별전시입장료-유치원/초등학생(1500)/ 특별전시입장료-청소년 (2000)/ 특별전시입장료-19~25세 (3000),,,055-352-1150,표충사호국박물관,2020-03-20,1371000,문화체육관광부
포로수용소유적박물관,사립,경상남도 거제시 계룡로 61,,34.87637981,128.6253698,055-639-0625,포로수용소유적박물관,,,09:00,19:00,09:00,19:00,설/추석 당일매월 네번째 월요일 휴관(4/5/7/8월제외),7000,5000,3000,,,,055-639-8102,포로수용소유적박물관,2020-03-20,1371000,문화체육관광부
통도사성보박물관,사립,경상남도 양산시 하북면 통도사로 108,,35.49853568,129.0509514,055-384-0010,통도사성보박물관,,,09:30,17:00,09:30,17:00,매주 월요일/ 설날/ 추석,0,0,0,,,,055-382-7182,통도사성보박물관,2020-03-20,1371000,문화체육관광부
토지주택박물관,사립,경상남도 진주시 충의로 19,,35.17824623,128.1461665,055-922-5432,한국토지주택공사,,,10:00,17:00,10:00,17:00,일요일/ 공휴일/ 10월1일/ 5월1일,0,0,0,,,,055-922-5432,토지주택박물관,2020-03-20,1371000,문화체육관광부
진주어린이박물관,사립,경상남도 진주시 망경로 224번길 40,,35.18112532,128.0788204,055-754-0007,(사)진주어린이박물관,,,10:20,18:00,11:00,18:00,매주 일요일/ 1월1일/ 설날추석 연휴,6000,13000,13000,특별전시입장료-일반(6000)/특별전시입장료-미취학(13000)/특별전시입장료-유치원/초등학생(13000)/ 특별전시입장료-청소년 (13000)/ 특별전시입장료-19~25세 (6000),,,055-754-0007,진주어린이박물관,2020-03-20,1371000,문화체육관광부
제주미니랜드 세계미니어처박물관,사립,제주특별자치시 제주시 조천읍 비자림로606,,33.433793,126.674430,064-782-7720,제주미니랜드 세계미니어처박물관,,,09:00,18:00,09:00,18:00,연중무휴,9000,7000,5000,,,,064-710-3324,제주미니랜드 세계미니어처박물관,2020-03-20,1371000,문화체육관광부
제주공룡랜드,사립,제주특별자치시 제주시 애월읍 광령평화2길 1,,33.441122,126.434460,064-746-3060,제주공룡랜드,,,09:00,18:30,09:00,18:30,연중무휴,9000,7000,6000,,,,064-746-3060,제주공룡랜드,2020-03-20,1371000,문화체육관광부
제주 허브동산,사립,제주특별자치시 서귀포시 표선면 돈오름로 170,,33.330092,126.814880,064-787-7362,제주 허브동산,,,09:00,22:00,09:00,22:00,연중무휴,12000,10000,9000,,,,064-787-7362,제주 허브동산,2020-03-20,1371000,문화체육관광부
제주테디베어뮤지엄,사립,제주특별자치시 서귀포시 중문관광로 110번길 31,,33.250378,126.412110,064-738-7600,제주테디베어뮤지엄,,,09:00,19:00,09:00,19:00,연중무휴,10000,9000,8000,,,,064-738-7600,제주테디베어뮤지엄,2020-03-20,1371000,문화체육관광부
제주유리박물관,사립,제주특별자치시 서귀포시 중산간서로 1403,,33.278486,126.368030,064-792-6262,제주유리박물관,,,10:00,21:00,10:00,21:00,연중무휴,9000,8000,7000,,,,064-792-6262,제주유리박물관,2020-03-20,1371000,문화체육관광부
제주민속촌,사립,제주특별자치시 서귀포시 표선면 민속해안로 631-34,,33.322511,126.841870,064-787-4501,제주민속촌,,,08:30,18:00,08:30,18:00,연중무휴,11000,8000,7000,,,,02-2660-3114,제주민속촌,2020-03-20,1371000,문화체육관광부
일출랜드 식물원,사립,제주특별자치시 서귀포시 중산간동로 4150-30,,33.383838,126.841240,064-784-2080,㈜삼영관광,,,08:30,18:00,08:30,18:00,연중무휴,9000,6000,5000,특별전시입장료-일반(5000),,,064-784-2080,일출랜드 식물원,2020-03-20,1371000,문화체육관광부
이랜드뮤지엄,사립,제주특별자치시 제주시 한림읍 한림해안로 530,,33.436127,126.274570,064-796-9600,㈜이랜드파크,,,09:00,18:00,09:00,18:00,매주(월요일),3000,3000,3000,특별전시입장료-일반(3000)/특별전시입장료-미취학(3000)/특별전시입장료-유치원/초등학생(3000)/ 특별전시입장료-청소년 (3000)/ 특별전시입장료-19~25세 (3000),,,064-796-9600,이랜드뮤지엄,2020-03-20,1371000,문화체육관광부
여미지식물원,사립,제주특별자치시 서귀포시 색달동 2484-1,,33.252848,126.414590,064-735-1100,부국개발㈜,,,09:00,18:00,09:00,18:00,연중무휴,10000,7000,6000,,,,064-735-1100,여미지식물원,2020-03-20,1371000,문화체육관광부
에코랜드,사립,제주특별자치시 제주시 조천읍 교래리 385-1,,33.448186,126.667150,064-802-8054,㈜더원,,,08:30,17:30,08:30,17:30,연중무휴,14000,12000,12000,,,,064-802-8054,에코랜드,2020-03-20,1371000,문화체육관광부
아프리카박물관,사립,제주특별자치시 서귀포시 이어도로 49,,33.239744,126.429520,064-738-6565,아프리카박물관,,,09:00,19:00,09:00,19:00,연중무휴,10000,9000,8000,,,,064-738-6565,아프리카박물관,2020-03-20,1371000,문화체육관광부
소인국테마파크 전시관,사립,제주특별자치시 서귀포시 안덕면 중산간서로 1878,,33.290421,126.322600,064-793-5400,소인국테마파크,,,09:00,18:00,09:00,18:00,노동자의 날,9000,7000,5000,특별전시입장료-일반(13000)/특별전시입장료-미취학(9000)/특별전시입장료-유치원/초등학생(9000)/ 특별전시입장료-청소년 (11000)/ 특별전시입장료-19~25세 (13000),,,064-793-5400,소인국테마파크 전시관,2020-03-20,1371000,문화체육관광부
세계조가비박물관,사립,제주특별자치시 서귀포시 태평로 284,,33.247698,126.551670,064-762-5551,세계조가비박물관,,,09:00,18:00,09:00,18:00,연중무휴,6000,5000,4000,,,,064-762-5551,세계조가비박물관,2020-03-20,1371000,문화체육관광부
세계자동차제주박물관,사립,제주특별자치시 서귀포시 안덕면 중산간서로 1610,,33.283455,126.349720,064-792-3000,세계자동차제주박물관,,,09:00,18:00,09:00,18:00,연중무휴,11000,10000,10000,,,,064-792-3000,세계자동차제주박물관,2020-03-20,1371000,문화체육관광부
세계오지민속박물관,사립,제주특별자치시 서귀포시 성산읍 서성일로 474,,33.415721,126.841030,064-784-6565,베니스랜드,,,09:00,18:00,09:00,18:00,연중무휴,12000,10000,8000,,,,064-784-6565,세계오지민속박물관,2020-03-20,1371000,문화체육관광부
세계술박물관,사립,제주특별자치시 서귀포시 표선면 한마음초등로 431,,33.353519,126.801810,064-787-9500,세계술박물관,,,09:00,18:00,09:00,18:00,연중무휴,5000,4000,2000,,,,064-787-9500,세계술박물관,2020-03-20,1371000,문화체육관광부
설록차전시관,사립,제주특별자치시 서귀포시 안덕면 신화역사로 15,,33.305926,126.289360,02-6040-4794,설록차전시관,,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,02-6040-4794,설록차전시관,2020-03-20,1371000,문화체육관광부
석부작 박물관,사립,제주특별자치시 서귀포시 일주동로 8941,,33.250769,126.536770,064-739-3331,석부작 박물관,,,09:00,18:00,09:00,18:00,연중무휴,6000,4000,3000,,,,064-739-3331,석부작 박물관,2020-03-20,1371000,문화체육관광부
생각하는 정원,사립,제주특별자치시 제주시 한경면 녹차분재로 675,,33.325963,126.255240,064-772-3701,(주)청원,,,09:00,18:00,09:00,18:00,연중무휴,12000,10000,7000,,,,064-772-3701,생각하는 정원,2020-03-20,1371000,문화체육관광부
본태박물관,사립,제주특별자치시 서귀포시 안덕면 산록남로762번길 69,,33.303736,126.392110,064-792-8108,본태박물관,,,10:00,18:00,10:00,18:00,연중무휴,20000,14000,12000,,,,064-792-8108,본태박물관,2020-03-20,1371000,문화체육관광부
방림원,사립,제주특별자치시 제주시 한경면 용금로 864,,33.337331,126.268640,064-773-0090,방림원 식물원,,,08:30,18:00,08:30,18:00,연중무휴/종료시간은 일몰전,8000,6000,5000,,,,064-773-0090,방림원,2020-03-20,1371000,문화체육관광부
믿거나말거나박물관,사립,제주특별자치시 서귀포시 중문관광로 110번길 32(색달동),,33.251340,126.412790,064-738-3003,믿거나말거나박물관,,,09:00,19:00,09:00,19:00,연중무휴,12000,11000,10000,,,,064-738-3003,믿거나말거나박물관,2020-03-20,1371000,문화체육관광부
메이즈뮤지움,사립,제주특별자치시 제주시 구좌읍 비자림로 2134-47,,33.489188,126.800610,064-784-3838,농업회사법인 메이즈랜드,,,09:00,18:00,09:00,18:00,연중무휴,11000,9000,8000,,,,064-784-3838,메이즈뮤지움,2020-03-20,1371000,문화체육관광부
넥슨컴퓨터박물관,사립,제주특별자치시 제주시 1100로 3198-8,,33.471908,126.484930,064-745-1994,넥슨컴퓨터박물관,,,10:00,18:00,10:00,18:00,매주 월요일,8000,7000,6000,,,,064-745-6000,넥슨컴퓨터박물관,2020-03-20,1371000,문화체육관광부
그시절 추억의 테마공원 선녀와나무꾼,사립,제주특별자치시 제주시 선교로 267,,33.478930,126.703070,064-784-9001,그시절 추억의 테마공원 선녀와나무꾼,,,09:00,18:00,09:00,18:00,연중무휴,11000,9000,8000,,,,064-784-9001,그시절 추억의 테마공원 선녀와나무꾼,2020-03-20,1371000,문화체육관광부
건강과성박물관,사립,제주특별자치시 서귀포시 안덕면 일주서로 1611,,33.254860,126.346710,064-792-5700,㈜에스메카,,,09:00,20:00,09:00,20:00,연중무휴,12000,0,0,,,,064-792-5700,건강과성박물관,2020-03-20,1371000,문화체육관광부
항몽유적지,공립,제주특별자치시 제주시 애월읍 항파두리로 50,,33.452355,126.407450,064-710-6721,제주특별자치도 세계유산본부,,,09:00,18:00,09:00,18:00,-,0,0,0,,,,064-710-6721,항몽유적지,2020-03-20,1371000,문화체육관광부
제주목 관아,공립,제주특별자치시 제주시 관덕로 25,,33.514350,126.522250,064-710-6711,제주특별자치도 세계유산본부,,,09:00,18:00,09:00,18:00,-,1500,800,0,,,,064-710-6711,제주목 관아,2020-03-20,1371000,문화체육관광부
한국야구명예의전당,공립,제주특별자치시 서귀포시 중산간서로 97-1,,33.260559,126.498420,064-760-6412,서귀포시,,,09:00,18:00,09:00,18:00,매주 월요일 및 명절연휴 휴관,1000,600,600,,,,064-760-6412,한국야구명예의전당,2020-03-20,1371000,문화체육관광부
국립현대미술관(서울),국립,서울특별시 서울 종로구 삼청로 30(소격동),,37.579491,126.980300,02-3701-9500,국립현대미술관(서울관),,,10:00,18:00,10:00,18:00,1월1일/ 설날/ 추석,0,0,0,특별전시입장료-일반(4000),,,02-3701-9500,국립현대미술관(서울),2020-03-20,1371000,문화체육관광부
국립현대미술관(과천),국립,경기도 경기 과천시 광명로 313(막계동),,37.431037,127.020360,02-2188-6114,국립현대미술관(과천관),,,10:00,18:00,10:00,18:00,매주 월요일(단/ 월요일이 공휴일인 경우 당일은 개관하고 그 다음 첫번째 평일에 휴관)/ 1월 1일,0,0,0,,,,02-2188-6114,국립현대미술관(과천),2020-03-20,1371000,문화체육관광부
제주대학교박물관,대학,제주특별자치시 제주시 제주대학로 102,,33.506346,126.531670,064-754-2241,제주대학교박물관,,,10:00,17:00,00:00,00:00,공휴일,0,0,0,,,,064-754-2241,제주대학교박물관,2020-03-20,1371000,문화체육관광부
탐라신화공원(휴관),사립,제주특별자치시 제주시 조천읍 선흘리 1818,,33.463916,126.710040,000-0000-0000,탐라신화공원,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,000-0000-0000,탐라신화공원(휴관),2020-03-20,1371000,문화체육관광부
타임파크(휴관),사립,제주특별자치시 제주시 한경면 녹차분재로 639-7,,33.324067,126.258560,000-0000-0000,타임파크,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,000-0000-0000,타임파크(휴관),2020-03-20,1371000,문화체육관광부
파파월드(휴관),사립,제주특별자치시 제주시 애월읍 평화로 2157,,33.412436,126.393460,064-799-7272,파파월드,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,064-799-7272,파파월드(휴관),2020-03-20,1371000,문화체육관광부
보석앤화석박물관(휴관),사립,제주특별자치시 서귀포시 표선면 하천리 357-1,,33.344244,126.843550,064-787-7831,보석앤화석박물관,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,064-787-7831,보석앤화석박물관(휴관),2020-03-20,1371000,문화체육관광부
신영제주영화박물관(휴관),사립,제주특별자치시 서귀포시 남원읍 태위로536,,33.274546,126.704130,064-764-0002,제주에코빌리지,,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,064-764-0002,신영제주영화박물관(휴관),2020-03-20,1371000,문화체육관광부
레오나르로 다빈치 과학박물관(휴관),사립,제주특별자치시 서귀포시 안덕면 산록남로 768,,33.319680,126.386170,064-794-5115,레오나르로 다빈치 과학박물관,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,064-794-5115,레오나르로 다빈치 과학박물관(휴관),2020-03-20,1371000,문화체육관광부
닥종이 인형 전시관(휴관),사립,제주특별자치시 서귀포시 법환동 914,,37.483831,127.483390,064-739-3906,닥종이 인형 전시관,,,00:00,00:00,00:00,00:00,관람시각 정보 없음,0,0,0,,,,064-739-3906,닥종이 인형 전시관(휴관),2020-03-20,1371000,문화체육관광부
SOS박물관,사립,제주특별자치시 서귀포시 월드컵로 31(법환동),,33.247533,126.509270,064-739-7707,피오디코리아㈜,,,09:00,18:00,09:00,18:00,매주 월요일,12000,10000,8000,특별전시입장료-일반(12000)/특별전시입장료-유치원/초등학생(8000)/ 특별전시입장료-청소년 (10000)/ 특별전시입장료-19~25세 (12000),,,064-739-7707,SOS박물관,2020-03-20,1371000,문화체육관광부
휴애리,사립,제주특별자치시 서귀포시 남원읍 신례동로 256,,33.398736,126.634470,064-732-2114,휴애리,,,09:00,18:00,09:00,18:00,연중무휴,0,0,0,,,,064-732-2114,휴애리,2020-03-20,1371000,문화체육관광부
헬로키티아일랜드,사립,제주특별자치시 서귀포시 안덕면 한창로 340,,33.288647,126.349430,064-792-6114,헬로키티아일랜드,,,09:00,18:00,09:00,18:00,연중무휴,14000,13000,11000,,,,064-792-6114,헬로키티아일랜드,2020-03-20,1371000,문화체육관광부
한림공원,사립,제주특별자치시 제주시 한림읍 한림로 300,,33.389817,126.239690,064-796-0001,한림공원,,,09:00,18:00,09:00,18:00,연중무휴,11000,8000,7000,,,,064-796-0001,한림공원,2020-03-20,1371000,문화체육관광부
한울랜드뮤지엄,사립,제주특별자치시 제주시 구좌읍 동백로458,,33.500029,126.750790,064-783-5788,한울랜드뮤지엄,,,08:30,17:30,08:30,17:30,연중무휴,9000,7000,7000,,,,064-783-5788,한울랜드뮤지엄,2020-03-20,1371000,문화체육관광부
피규어 뮤지엄,사립,제주특별자치시 서귀포시 안덕면 한창로 243,,33.281921,126.355470,064-792-2244,피규어뮤지엄제주,,,09:00,18:00,09:00,18:00,연중무휴,12000,10000,9000,특별전시입장료-일반(12000)/특별전시입장료-미취학(9000)/특별전시입장료-유치원/초등학생(9000)/ 특별전시입장료-청소년 (10000)/ 특별전시입장료-19~25세 (12000),,,064-792-2244,피규어 뮤지엄,2020-03-20,1371000,문화체육관광부
토이파크,사립,제주특별자치시 서귀포시 안덕면 동광로 267-7,,33.318971,126.345290,064-794-0333,㈜토이파크,,,09:00,20:00,09:00,20:00,연중무휴,8000,8000,8000,,,,064-794-0333,토이파크,2020-03-20,1371000,문화체육관광부
