"번호","사업장명","소재지전체주소","도로명전체주소","개업일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","약국영업면적","인허가구분명","지정일자","전화번호","위치정보(X)","위치정보(Y)","상세영업상태명"
"1539","참사랑약국","서울특별시 은평구 응암동 109번지 1호","서울특별시 은평구 응암로 323 (응암동)","20070508","운영중","","","","","","","78.1","약국","20070508","356-7676","193099.29044800000  ","455626.92992600000  ","영업중"
"1540","불광우리들약국","서울특별시 은평구 불광동 285번지 27호","서울특별시 은평구 통일로 710 (불광동)","20070518","운영중","","","","","","","20.74","약국","20070518","354-5775","193928.58022400000  ","456644.95158100000  ","영업중"
"1541","진호메디칼약국","서울특별시 은평구 대조동 14번지 18호","서울특별시 은평구 통일로 723 (대조동)","20080218","운영중","","","","","","","20.26","약국","20080218","353-5172","193807.06857000000  ","456729.15879300000  ","영업중"
"1542","조은약국","","서울특별시 은평구 진관4로 48-17 103호 (진관동 은평뉴타운상림마을821동상가)","20081003","운영중","","","","","","","47.85","약국","20081003","02-381-6135","193705.44955500000  ","460664.35149500000  ","영업중"
"1543","새봄약국","서울특별시 은평구 신사동 19번지 153호 1층","서울특별시 은평구 은평로 5 1층 (신사동)","20081027","운영중","","","","","","122881","18.25","약국","20081027","02-353-6384","191982.30738500000  ","455247.84640000000  ","영업중"
"1544","세종약국","서울특별시 은평구 대조동 12번지 29호","서울특별시 은평구 불광로 25 (대조동)","19920319","운영중","","","","","","","25","약국","19920319","384-1545","193704.11193400000  ","456787.30534700000  ","영업중"
"1545","갑진약국","서울특별시 은평구 수색동 109번지 1호","서울특별시 은평구 수색로 260 (수색동)","19920429","운영중","","","","","","","30.8","약국","19920429","372-6931","190771.63576800000  ","453659.07700900000  ","영업중"
"1546","신명약국","서울특별시 은평구 응암동 61번지 6호","서울특별시 은평구 은평로 226 (응암동)","19920528","운영중","","","","","","","34.46","약국","19920528","387-2070","194058.42890600000  ","455707.75066900000  ","영업중"
"1547","온누리민생약국","","서울특별시 은평구 통일로87길 5-10 1층 (갈현동)","19920811","운영중","","","","","","","47.21","약국","19920811","02-356-5139","192838.10804300000  ","458142.67605500000  ","영업중"
"1548","고일약국","서울특별시 은평구 증산동 176번지 17호","서울특별시 은평구 증산로3길 8 (증산동)","19930810","운영중","","","","","","","23.96","약국","19930810","303-9715","191661.78145800000  ","453537.75095700000  ","영업중"
"1549","성실약국","서울특별시 은평구 역촌2동 228번지 12호","서울특별시 은평구 갈현로7길 35 (역촌동)","19940106","운영중","","","","","","","20.16","약국","19940106","354-1388","191769.25740200000  ","456118.13855100000  ","영업중"
"1550","연도약국","서울특별시 은평구 응암1동 98번지 48호","서울특별시 은평구 은평로 144 (응암동)","19720620","운영중","","","","","","","65.28","약국","19720620","355-1534","193267.49181200000  ","455669.19476400000  ","영업중"
"1551","정제약국","서울특별시 은평구 수색동 191번지 11호","서울특별시 은평구 은평터널로 41 (수색동)","19730108","운영중","","","","","","","23.45","약국","19730108","372-8273","191050.22342900000  ","453940.17231400000  ","영업중"
"1552","희망약국","서울특별시 은평구 대조동 224번지 26호","서울특별시 은평구 서오릉로 138 (대조동)","19731016","운영중","","","","","","","45.9","약국","19731016","02-3157-7646","192743.39537100000  ","456847.22345800000  ","영업중"
"1553","메디칼약국","서울특별시 은평구 녹번동 83번지 59호","서울특별시 은평구 서오릉로2길 17-5 (녹번동)","19740216","운영중","","","","","","","15.86","약국","19740216","02-386-4251","193681.29543500000  ","455887.54973900000  ","영업중"
"1554","메디팜건강약국","서울특별시 은평구 수색동 366번지 3호","서울특별시 은평구 수색로 270-1 (수색동)","19740823","운영중","","","","","","","19.87","약국","19740823","02-387-7265","190683.53999100000  ","453710.69448600000  ","영업중"
"1555","제안약국","서울특별시 은평구 구산동 23번지 33호","서울특별시 은평구 연서로11길 19 (구산동)","19761120","운영중","","","","","","","31.42","약국","19761120","02-387-5652","192337.64377800000  ","456546.24192700000  ","영업중"
"1556","부일약국","서울특별시 은평구 신사1동 17번지 10호","서울특별시 은평구 갈현로 7 (신사동)","19790323","운영중","","","","","","","16.36","약국","19790323","02-355-7701","192053.55044500000  ","455458.01723600000  ","영업중"
"1557","영약국","서울특별시 은평구 응암1동 98번지 68호","서울특별시 은평구 은평로10길 5 (응암동)","19800403","운영중","","","","","","","15.86","약국","19800403","02-358-4290","193210.68397400000  ","455602.86735200000  ","영업중"
"1558","유진약국","서울특별시 은평구 갈현동 469번지 4호 유풍빌딩 1층","서울특별시 은평구 서오릉로 166 유풍빌딩 1층 (갈현동)","19801106","운영중","","","","","","","21.28","약국","19801106","02-384-8877","192515.37199600000  ","457027.49644500000  ","영업중"
"1559","이화약국","서울특별시 은평구 불광3동 90번지 60호","서울특별시 은평구 연서로 331-1 (불광동)","19801122","운영중","","","","","","","6.8","약국","19801122","02-384-3399","193686.00358400000  ","458371.90235400000  ","영업중"
"1560","메디팜새경약국","서울특별시 은평구 역촌2동 54번지 24호","서울특별시 은평구 갈현로 87 (역촌동)","19810728","운영중","","","","","","","29.2","약국","19810728","359-2720","192085.13272100000  ","456242.40217400000  ","영업중"
"1561","소원약국","서울특별시 은평구 수색동 106번지 1호","서울특별시 은평구 수색로 256 (수색동)","19811118","운영중","","","","","","","20.92","약국","19811118","02-355-5362","190838.25415300000  ","453637.91247700000  ","영업중"
"1562","홍문약국","서울특별시 은평구 불광1동 281번지 100호","서울특별시 은평구 통일로 724 (불광동)","19820305","운영중","","","","","","","29.92","약국","19820305","3590332","193858.01633900000  ","456755.02993100000  ","영업중"
"1563","봄약국","서울특별시 은평구 증산동 209번지 7호","서울특별시 은평구 증산서길 73 (증산동)","19820514","운영중","","","","","","","28.9","약국","19820514","02-372-3915","191700.65332900000  ","453739.98322100000  ","영업중"
"1564","메디팜삼보약국","서울특별시 은평구 불광2동 87번지 3호","서울특별시 은평구 연서로 332 (불광동)","19830402","운영중","","","","","","","30.16","약국","19830402","02-354-7475","193730.78013500000  ","458361.54025000000  ","영업중"
"1565","성환약국","서울특별시 은평구 역촌1동 37번지 1호","서울특별시 은평구 진흥로1길 23 (역촌동)","19830930","운영중","","","","","","","30.8","약국","19830930","02-308-6331","192795.88966700000  ","455889.49960400000  ","영업중"
"1566","이정약국","서울특별시 은평구 갈현2동 255번지","서울특별시 은평구 갈현로33길 27 (갈현동)","19840419","운영중","","","","","","","21","약국","19840419","02-354-2195","192365.95445100000  ","457981.86137900000  ","영업중"
"1567","보건약국","","서울특별시 은평구 증산로9길 3 1층 101호 (증산동)","19840705","운영중","","","","","","","35.2","약국","19840705","02-373-9508","192038.27066000000  ","453904.38028300000  ","영업중"
"1568","형제약국","서울특별시 은평구 응암4동 589번지 34호","서울특별시 은평구 가좌로 241 (응암동)","19860917","운영중","","","","","","","22.3","약국","19860917","02-373-9725","192569.81341800000  ","454590.96162100000  ","영업중"
"1569","선우약국","서울특별시 은평구 신사동 21번지 1호","서울특별시 은평구 은평로 52 (신사동 명성빌딩)","19870603","운영중","","","","","","","44.2","약국","19870603","02-302-5583","192369.79311900000  ","455434.35563800000  ","영업중"
"1570","시민약국","서울특별시 은평구 응암1동 98번지 65호","서울특별시 은평구 은평로 136 (응암동)","19870619","운영중","","","","","","","17.85","약국","19870619","02-375-0073","193203.81693600000  ","455634.90871800000  ","영업중"
"1571","경하프라자약국","서울특별시 은평구 구산동 196번지 3호","서울특별시 은평구 서오릉로 157 (구산동)","19880609","운영중","","","","","","","61.7","약국","19880609","02-385-7271","192549.77800000000  ","456938.01038700000  ","영업중"
"1572","메디팜경약국","서울특별시 은평구 응암2동 419번지 158호","서울특별시 은평구 응암로22길 15-1 (응암동)","19880706","운영중","","","","","","","54.33","약국","19880706","02-388-0014","192931.67931100000  ","454909.84754400000  ","영업중"
"1573","유승약국","서울특별시 은평구 대조동 89번지 194호","서울특별시 은평구 역말로 136 (대조동)","19880720","운영중","","","","","","","31.2","약국","19880720","02-387-8626","193112.68259100000  ","456832.49082000000  ","영업중"
"1574","희래약국","서울특별시 은평구 갈현2동 529번지 35호","서울특별시 은평구 서오릉로18길 6-17 (갈현동)","19880820","운영중","","","","","","","23.5","약국","19880820","02-373-9725","192138.74326900000  ","457241.61267300000  ","영업중"
"1575","삼옥약국","서울특별시 은평구 불광1동 600번지 2호","서울특별시 은평구 불광로2길 8 (불광동)","19630823","운영중","","","","","","","0","약국","19630823","02-355-1976","194053.85628600000  ","456921.48390000000  ","영업중"
"1576","영창당약국","서울특별시 은평구 대조동 185번지 28호","서울특별시 은평구 통일로 843 (대조동)","19640108","운영중","","","","","","","0","약국","19640108","02-355-2039","193052.66997600000  ","457651.93162700000  ","영업중"
"1577","장수약국","서울특별시 은평구 응암2동 427번지 125호","서울특별시 은평구 응암로 248 (응암동)","19980915","운영중","","","","","","","65.66","약국","19980915","02-359-7098","192785.86607900000  ","454938.58273800000  ","영업중"
"1578","은평프라자약국","서울특별시 은평구 신사동 339번지 11호","서울특별시 은평구 증산로15길 6 (신사동)","19990115","운영중","","","","","","","54.12","약국","19990115","308-9982","192255.15157500000  ","454380.32010400000  ","영업중"
"1579","서부새생명약국","서울특별시 은평구 역촌1동 19번지 53호","서울특별시 은평구 역말로 72 (역촌동)","19990410","운영중","","","","","","","66.26","약국","19990410","385-3685","192785.09994800000  ","456281.49052800000  ","영업중"
"1580","온누리우리약국","","서울특별시 은평구 갈현로41길 20-1 (갈현동)","19990427","운영중","","","","","","","34.6","약국","19990427","02-384-3399","192555.42329900000  ","458398.52085300000  ","영업중"
"1581","예일태평양약국","서울특별시 은평구 구산동 1번지 1호","서울특별시 은평구 연서로 137 (구산동)","19990624","운영중","","","","","","","66.62","약국","19990624","389-8383","192657.73341300000  ","456845.01627800000  ","영업중"
"1582","믿음메디칼약국","서울특별시 은평구 응암3동 577번지 40호","서울특별시 은평구 응암로 213 (응암동)","19990625","운영중","","","","","","","43.36","약국","19990625","303-0544","192680.62316100000  ","454608.09070100000  ","영업중"
"1583","하나로약국","서울특별시 은평구 불광3동 356번지 29호","서울특별시 은평구 연서로 277-1 (불광동)","20000622","운영중","","","","","","","68.29","약국","20000622","388-6397","193395.67164800000  ","457952.97527300000  ","영업중"
"1584","수정약국","서울특별시 은평구 응암1동 103번지 1호","서울특별시 은평구 응암로 328 (응암동)","20000726","운영중","","","","","","","25.54","약국","20000726","383-4613","193163.70188700000  ","455619.98249600000  ","영업중"
"1585","은빛약국","서울특별시 은평구 갈현1동 392번지 26호","서울특별시 은평구 통일로87길 2 (갈현동)","20001027","운영중","","","","","","","45.08","약국","20001027","355-5362","192889.33733700000  ","458211.12175700000  ","영업중"
"1586","일호약국","서울특별시 은평구 구산동 202번지 1호","서울특별시 은평구 서오릉로 211 (구산동)","20001209","운영중","","","","","","","22.71","약국","20001209","354-1012","192070.16962200000  ","457168.03594700000  ","영업중"
"1587","신일약국","서울특별시 은평구 응암동 96번지 18호","서울특별시 은평구 은평로 160 102호 (응암동 경향렉스빌)","20010109","운영중","","","","","","","30","약국","20010109","02-384-3399","193439.06397500000  ","455693.19028800000  ","영업중"
"1588","수강약국","서울특별시 은평구 역촌2동 54번지 6호","서울특별시 은평구 갈현로 85 (역촌동)","20010418","운영중","","","","","","","20.14","약국","20010418","387-3329","192081.77746800000  ","456226.64248900000  ","영업중"
"1589","한솔약국","서울특별시 은평구 신사1동 8번지 36호","서울특별시 은평구 갈현로 14 (신사동)","20010706","운영중","","","","","","","42.87","약국","20010706","386-5917","192091.65779600000  ","455507.67705600000  ","영업중"
"1590","건강한세상약국","서울특별시 은평구 증산동 158번지 21호","서울특별시 은평구 증산로15길 7 (증산동)","20010728","운영중","","","","","","","28","약국","20010728","02-376-1824","192235.04749200000  ","454360.57134300000  ","영업중"
"1591","우리들약국","서울특별시 은평구 역촌2동 83번지 1호","서울특별시 은평구 연서로 35 1층 (역촌동)","20020626","운영중","","","","","","","64","약국","20020626","02-356-1530","192543.69776300000  ","455857.77221700000  ","영업중"
"1592","연서메디칼약국","서울특별시 은평구 불광3동 310번지 24호","서울특별시 은평구 연서로 253-9 1층 (불광동)","20020703","운영중","","","","","","","64.44","약국","20020703","02-357-9725","193186.99409500000  ","457842.96941800000  ","영업중"
"1593","대조약국","서울특별시 은평구 대조동 224번지 24호","서울특별시 은평구 서오릉로 140 1층 (대조동)","20021202","운영중","","","","","","","59.2","약국","20021202","02-357-7582","192723.50083800000  ","456864.39739500000  ","영업중"
"1594","바로약국","","서울특별시 은평구 통일로 723-1 2층 (대조동 제일쇼핑)","20030522","운영중","","","","","","","15.6","약국","20030522","02-358-5755","193818.09767500000  ","456738.11275300000  ","영업중"
"1595","청구프라자약국","서울특별시 은평구 갈현1동 403번지 9호","서울특별시 은평구 통일로83길 5-6 (갈현동)","20030801","운영중","","","","","","","55.6","약국","20030801","389-3825","192860.00304100000  ","457903.17487400000  ","영업중"
"1596","구세약국","","서울특별시 은평구 응암로 181 (응암동)","20030820","운영중","","","","","","","79.5","약국","20030820","02-372-2705~6","192626.69721600000  ","454297.56695300000  ","영업중"
"1597","아람한약국","서울특별시 은평구 응암1동 111번지 48호","서울특별시 은평구 은평로 96 (응암동)","20030930","운영중","","","","","","","47.4","한약국","20030930","","192799.74174100000  ","455542.81426800000  ","영업중"
"1598","속편한약국","서울특별시 은평구 갈현2동 496번지 1호","서울특별시 은평구 갈현로 206 (갈현동)","20040106","운영중","","","","","","","0","약국","20040106","356-9200","192386.07421200000  ","457356.36479000000  ","영업중"
"1599","참조은약국","서울특별시 은평구 증산동 169번지 35호","서울특별시 은평구 증산로 297 (증산동)","20040329","운영중","","","","","","","33.1","약국","20040329","306-7119","191983.28340100000  ","453811.24723700000  ","영업중"
"1600","세원약국","서울특별시 은평구 신사동 20번지 8호","서울특별시 은평구 갈현로 8 (신사동)","20040430","운영중","","","","","","","66.31","약국","20040430","","192087.90987600000  ","455445.24959900000  ","영업중"
"1601","큰사랑약국","서울특별시 은평구 응암4동 603번지 61호","서울특별시 은평구 응암로 166 (응암동)","20040503","운영중","","","","","","","25.21","약국","20040503","374-3075","192618.57114400000  ","454137.59231000000  ","영업중"
"1602","다나약국","서울특별시 은평구 역촌1동 15번지 1호","서울특별시 은평구 서오릉로 83 (역촌동)","20040701","운영중","","","","","","","30.6","약국","20040701","383-2583","193065.32651200000  ","456448.91395500000  ","영업중"
"1603","미도파약국","서울특별시 은평구 증산동 167번지 1호","서울특별시 은평구 증산로9길 13 (증산동)","20040811","운영중","","","","","","","46.17","약국","20040811","308-8887","191948.41863400000  ","453977.68807100000  ","영업중"
"1604","온누리새소망약국","서울특별시 은평구 수색동 415번지 1호 1-3호 2-2","서울특별시 은평구 은평터널로 65 1-3 2-2호 (수색동 대림한숲타운아파트)","20040816","운영중","","","","","","","34.48","약국","20040816","02-309-3771","191312.43785600000  ","454236.58004000000  ","영업중"
"1605","우리약국","서울특별시 은평구 불광동 8번지 4호","서울특별시 은평구 불광로 104 (불광동)","20040830","운영중","","","","","","","14.7","약국","20040830","387-3980","194096.58285900000  ","457383.06357100000  ","영업중"
"1606","상쾌한온누리약국","서울특별시 은평구 역촌동 14번지 7호","서울특별시 은평구 서오릉로 95 (역촌동)","20041108","운영중","","","","","","","32.7","약국","20041108","382-6602","192989.11884400000  ","456531.09122400000  ","영업중"
"1607","왕약국","서울특별시 은평구 응암동 87번지 10호","서울특별시 은평구 은평로 137 (응암동)","20050105","운영중","","","","","","","103.06","약국","20050105","352-7533","193193.40846000000  ","455695.95990100000  ","영업중"
"1608","태평양약국","서울특별시 은평구 갈현1동 395번지 7호","서울특별시 은평구 통일로 863 (갈현동)","20050214","운영중","","","","","","","135.28","약국","20050214","383-1178","192936.92311200000  ","457829.03284800000  ","영업중"
"1609","남대문약국","서울특별시 은평구 갈현동 425번지 2호","서울특별시 은평구 통일로87길 19 1층 (갈현동)","20050418","운영중","","","","","","","103.7","약국","20050418","02-351-3668","192718.38957100000  ","458191.04380800000  ","영업중"
"1610","한마음약국","서울특별시 은평구 신사동 40번지 3호","서울특별시 은평구 은평터널로 196 (신사동)","20050420","운영중","","","","","","","17.64","약국","20050420","309-1881","191973.66604000000  ","455143.71326900000  ","영업중"
"1611","늘푸른약국","서울특별시 은평구 갈현1동 395번지 2호","서울특별시 은평구 통일로 871 (갈현동)","20050530","운영중","","","","","","","34.6","약국","20050530","357-4648","192910.84641800000  ","457890.44244100000  ","영업중"
"1612","구룡약국","서울특별시 서대문구 홍제동 268-14","서울특별시 서대문구 세무서길 78 (홍제동)","19760522","운영중","","","","","","120090","17.6","약국","19760522","02-379-6271","195315.21734800000  ","454621.92793200000  ","영업중"
"1613","제중원약국","서울특별시 서대문구 홍은동 274번지 83호","서울특별시 서대문구 모래내로 352-3 (홍은동)","19760830","운영중","","","","","","120847","0","약국","19760830","02-394-0909","194315.81167600000  ","453508.36185500000  ","영업중"
"1614","모범약국","서울특별시 서대문구 남가좌동 345-3","서울특별시 서대문구 증가로 129 (남가좌동)","19780517","운영중","","","","","","120120","16","약국","19780517","02-372-9139","193219.15594300000  ","453082.90136800000  ","영업중"
"1615","진성약국","서울특별시 서대문구 북가좌1동 329번지 6호","서울특별시 서대문구 증가로 247 (북가좌동)","19780708","운영중","","","","","","120131","23.8","약국","19780708","02-373-5306","192249.48044900000  ","453713.20022900000  ","영업중"
"1616","은하약국","서울특별시 서대문구 홍제동 330-54","서울특별시 서대문구 통일로 463 (홍제동)","19800123","운영중","","","","","","120090","19.9","약국","19800123","02-394-7814","194942.35090600000  ","454452.88082100000  ","영업중"
"1617","대우약국","서울특별시 서대문구 홍제동 299-49","서울특별시 서대문구 통일로40안길 3-1 (홍제동)","19810221","운영중","","","","","","120090","36.3","약국","19810221","02-379-5836","195008.95788900000  ","454541.95757900000  ","영업중"
"1618","거북당약국","서울특별시 서대문구 북가좌2동 307번지 8호","서울특별시 서대문구 응암로 53 (북가좌동)","19811222","운영중","","","","","","120814","21.5","약국","19811222","02-372-0744","192030.58409900000  ","453187.67622000000  ","영업중"
"1619","신보건약국","서울특별시 서대문구 창천동 62번지 4호","서울특별시 서대문구 연세로5길 32 (창천동)","19820528","운영중","","","","","","120834","21.1","약국","19820528","02-336-3165","194288.82014700000  ","450761.75634400000  ","영업중"
"1620","영한약국","서울특별시 서대문구 충정로2가 91-2","서울특별시 서대문구 충정로 71 (충정로2가)","19821125","운영중","","","","","","120012","30.8","약국","19821125","02-363-4271","196968.64020200000  ","451722.40418700000  ","영업중"
"1621","새현대약국","서울특별시 서대문구 홍은동 9-360","서울특별시 서대문구 홍은중앙로 73 (홍은동)","19840503","운영중","","","","","","120100","37.9","약국","19840503","02-395-2284","195266.67362400000  ","455363.86646300000  ","영업중"
"1622","삼성약국","서울특별시 서대문구 연희동 137-6","서울특별시 서대문구 연희맛로 28 (연희동)","19851224","운영중","","","","","","120110","21.9","약국","19851224","02-324-2834","193861.80625200000  ","451973.76588700000  ","영업중"
"1623","새롬m약국","서울특별시 서대문구 연희동 608","서울특별시 서대문구 증가로 85 (연희동)","19881209","운영중","","","","","","120110","24.8","약국","19881209","02-335-3814","193529.55691300000  ","452809.26116700000  ","영업중"
"1624","성우당약국","서울특별시 서대문구 연희동 135번지 9호","서울특별시 서대문구 연희로 114 지층 (연희동)","19890309","운영중","","","","","","120830","22.6","약국","19890309","02-334-2968","193985.08272200000  ","452035.35341700000  ","영업중"
"1625","훈민약국","서울특별시 서대문구 미근동 193","서울특별시 서대문구 통일로 107 (미근동)","19890509","운영중","","","","","","120020","0","약국","19890509","02-364-1193","197127.67759500000  ","451659.69102200000  ","영업중"
"1626","평화약국","서울특별시 서대문구 북가좌1동 280번지 12호","서울특별시 서대문구 증가로 226 (북가좌동)","19920711","운영중","","","","","","120131","38.2","약국","19920711","02-304-5181","192435.43835800000  ","453580.99327100000  ","영업중"
"1627","은하약국","서울특별시 서대문구 남가좌동 5-178","서울특별시 서대문구 명지대3길 1 (남가좌동)","19921006","운영중","","","","","","120120","25.9","약국","19921006","02-372-1513","193254.50055500000  ","453630.66521200000  ","영업중"
"1628","명신당약국","서울특별시 서대문구 연희동 542-45","서울특별시 서대문구 홍제천로 14 (연희동)","19930403","운영중","","","","","","120110","16.8","약국","19930403","02-335-2313","192839.09821300000  ","452132.61738100000  ","영업중"
"1629","소생약국","서울특별시 서대문구 북가좌동 309번지 2호","서울특별시 서대문구 응암로 81 1층 (북가좌동)","19941221","운영중","","","","","","","34","약국","19941221","02-303-7793","192176.60028700000  ","453435.66764400000  ","영업중"
"1630","홍인약국","서울특별시 서대문구 홍제동 460번지 인왕산현대아파트","서울특별시 서대문구 통일로34길 48 216호 (홍제동)","19980612","운영중","","","","","","120090","16.3","약국","19980612","02-379-4655","195629.72025800000  ","454049.57973700000  ","영업중"
"1631","희망약국","서울특별시 서대문구 남가좌동 340-32","서울특별시 서대문구 증가로 122 (남가좌동)","19990412","운영중","","","","","","120120","0","약국","19990412","02-308-8038","193311.10272200000  ","453093.78697000000  ","영업중"
"1632","백세당약국","서울특별시 서대문구 북가좌동 306-17","서울특별시 서대문구 응암로 54 (북가좌동)","20000331","운영중","","","","","","120130","115.6","약국","20000331","02-374-2071","192068.06874400000  ","453152.99197500000  ","영업중"
"1633","광혜약국","서울특별시 서대문구 연희동 344번지 25호","서울특별시 서대문구 성산로17길 5 (연희동)","20000704","운영중","","","","","","120830","149.85","약국","20000704","02-362-6250","193938.63635600000  ","451499.78820400000  ","영업중"
"1634","세연약국","서울특별시 서대문구 신촌동 134번지 연세대학교동문회관 내","서울특별시 서대문구 연세로 50 1층 (신촌동 연대동문회관)","20000713","운영중","","","","","","120749","0","약국","20000713","02-364-6141","195227.16856600000  ","452804.37559900000  ","영업중"
"1635","약손약국","서울특별시 서대문구 홍은동 217-4","서울특별시 서대문구 연희로 409 (홍은동)","20000802","운영중","","","","","","120100","23.1","약국","20000802","02-3217-2771","194774.03767600000  ","454672.96397900000  ","영업중"
"1636","사랑약국","서울특별시 서대문구 홍은동 430번지 2호","서울특별시 서대문구 연희로 262-29 1층 (홍은동)","20001011","운영중","","","","","","120848","30","약국","20001011","02-379-4774","194419.32237200000  ","453548.39107300000  ","영업중"
"1637","명문약국","서울특별시 서대문구 연희동 165-14","서울특별시 서대문구 연희로36길 10 (연희동)","20010112","운영중","","","","","","120110","16.6","약국","20010112","02-332-5677","194408.71108000000  ","453231.55070800000  ","영업중"
"1638","명지약국","서울특별시 서대문구 홍은동 11-458","서울특별시 서대문구 홍은중앙로7길 2 (홍은동)","19660423","운영중","","","","","","120100","0","약국","19660423","02-394-3960","195379.49149000000  ","455521.39053300000  ","영업중"
"1639","용일약국","서울특별시 서대문구 연희동 537-42","서울특별시 서대문구 홍제천로2길 32 (연희동)","19670714","운영중","","","","","","120110","0","약국","19670714","02-336-4340","192980.00357700000  ","452247.46071200000  ","영업중"
"1640","일심약국","서울특별시 서대문구 창천동 80-16","서울특별시 서대문구 연세로 42 (창천동)","19690619","운영중","","","","","","120180","0","약국","19690619","02-392-3333","194444.55560700000  ","451081.15679600000  ","영업중"
"1641","활명당약국","서울특별시 서대문구 냉천동 242","서울특별시 서대문구 통일로 145-1 (냉천동)","19710602","운영중","","","","","","120050","0","약국","19710602","02-363-2606","196902.00279100000  ","451964.15452800000  ","영업중"
"1642","완약국","서울특별시 서대문구 홍은동 37","서울특별시 서대문구 세검정로1길 115 (홍은동)","19731205","운영중","","","","","","120100","27.5","약국","19731205","070-4235-4395","195241.75759600000  ","455102.04173700000  ","영업중"
"1643","푸른약국","서울특별시 서대문구 남가좌동 350-2","서울특별시 서대문구 거북골로 67 (남가좌동)","19750714","운영중","","","","","","120120","78","약국","19750714","02-373-0547","193035.90337600000  ","453102.66828900000  ","영업중"
"1644","연세메디칼약국","서울특별시 서대문구 북가좌동 293-7","서울특별시 서대문구 응암로 100 (북가좌동)","20010518","운영중","","","","","","120130","39.1","약국","20010518","02-303-0810","192301.06308200000  ","453557.40570100000  ","영업중"
"1645","필온누리약국","서울특별시 서대문구 창천동 30번지 9호","서울특별시 서대문구 연세로 3-5 (창천동)","20010817","운영중","","","","","","120834","50.1","약국","20010817","02-332-5935","194386.62229700000  ","450708.66732600000  ","영업중"
"1646","일신당약국","서울특별시 서대문구 창천동 508-2","서울특별시 서대문구 신촌로 9 (창천동)","20010903","운영중","","","","","","120180","33.5","약국","20010903","02-334-7378","193642.56445600000  ","451002.91549000000  ","영업중"
"1647","소문난약국","서울특별시 서대문구 홍은동 48-253","서울특별시 서대문구 세검정로1길 26-1 (홍은동)","20021002","운영중","","","","","","120100","20.9","약국","20021002","02-3216-9373","194988.23130600000  ","454772.38707900000  ","영업중"
"1648","진약국","서울특별시 서대문구 연희동 187-57","서울특별시 서대문구 연희로 94 (연희동)","20030513","운영중","","","","","","120110","34.4","약국","20030513","02-3143-3755","193883.06667300000  ","451871.71204700000  ","영업중"
"1649","창일약국","서울특별시 서대문구 홍제동 294-25","서울특별시 서대문구 인왕시장길 12 (홍제동)","20030701","운영중","","","","","","120090","51.5","약국","20030701","02-379-1914","194929.48265800000  ","454605.74818500000  ","영업중"
"1650","초원약국","서울특별시 서대문구 북아현동 1009번지 두산아파트상가 107 108호","서울특별시 서대문구 이화여대8길 62 107 108호 (북아현동 두산아파트상가)","20030804","운영중","","","","","","120795","31.4","약국","20030804","02-392-8787","195646.98080300000  ","451138.79671500000  ","영업중"
"1651","은성약국","서울특별시 동작구 노량진동 27번지 10호","서울특별시 동작구 노량진로8길 3 (노량진동 경성빌딩)","20010116","운영중","","","","","","","83","약국","20010116","02-816-4744","194385.23013300000  ","445941.03466900000  ","영업중"
"1652","옵티마 다정약국","서울특별시 동작구 사당동","서울특별시 동작구 동작대로29길 69 120121호 (사당동)","20010910","운영중","","","","","","156815","28.6","약국","20010910","02-595-8804","198063.85440600000  ","443222.67329100000  ","영업중"
"1653","해태보라매약국","서울특별시 동작구 신대방1동 708번지 해태보라매타워상가동 1층 28호","서울특별시 동작구 보라매로3길 29 (신대방동해태보라매타워상가동 1층 28호)","20020115","운영중","","","","","","156011","18.76","약국","20020115","833-0853","193366.48233500000  ","443531.32817000000  ","영업중"
"1654","이화약국","서울특별시 동작구 상도1동 593번지 1호","서울특별시 동작구 양녕로38길 2 (상도1동)","20020201","운영중","","","","","","156830","86.88","약국","20020201","02-815-1155","195654.72235300000  ","445050.86591500000  ","영업중"
"1655","강약국","서울특별시 동작구 흑석동 97번지 2호 명수대상가104호","서울특별시 동작구 서달로 158 (흑석동 명수대상가104호)","20020522","운영중","","","","","","156859","22.95","약국","20020522","02-816-8766","196668.63421100000  ","445311.93865900000  ","영업중"
"1656","성대약국","서울특별시 동작구 상도동","서울특별시 동작구 성대로 11 (상도동)","20020603","운영중","","","","","","156034","150.91","약국","20020603","02-821-1519","194036.64570100000  ","444509.04111600000  ","영업중"
"1657","고은약국","서울특별시 동작구 사당동","서울특별시 동작구 사당로23길 185 (사당동)","20020703","운영중","","","","","","156818","20.22","약국","20020703","02-532-5384","197409.33990000000  ","443437.41303000000  ","영업중"
"1658","종로약국","서울특별시 동작구 사당동 77번지 12호","서울특별시 동작구 동작대로29나길 35 (사당동)","19920306","운영중","","","","","","156815","24.52","약국","19920306","02-537-4776","198285.70047200000  ","443357.45255500000  ","영업중"
"1659","용강약국","서울특별시 동작구 본동","서울특별시 동작구 노량진로26길 13 (본동)","19930128","운영중","","","","","","156813","29.48","약국","19930128","02-814-2605","195969.95073100000  ","445799.45207900000  ","영업중"
"1660","세메론약국","서울특별시 동작구 대방동","서울특별시 동작구 여의대방로44길 47 (대방동 주공상가 101호)","19930501","운영중","","","","","","156807","18.9","약국","19930501","02-825-6161","193892.89950600000  ","445762.44270100000  ","영업중"
